group,identifier,border_centre_ratio,attention_entropy
ava_test,753449,1.3024035692214966,0.8888853598892864
ava_test,795493,0.9648975729942322,0.9065960396483508
ava_test,13459,0.22873733937740326,0.9173395459738681
ava_test,203275,0.12949101626873016,0.9218435685124677
ava_test,694109,0.08763027936220169,0.9113740452099496
ava_test,102660,0.30148881673812866,0.8765747954792167
ava_test,476544,0.2571687698364258,0.8882412249469246
ava_test,374865,0.2570706605911255,0.8751806917625266
ava_test,79450,0.14002375304698944,0.8862568343099775
ava_test,111542,0.6015205383300781,0.8749675871744191
ava_test,547366,0.05540880560874939,0.8978933098244151
ava_test,651770,0.05732071399688721,0.8942667462269785
ava_test,468955,0.3030274510383606,0.9177781693873505
ava_test,9117,0.16488583385944366,0.9161679046680756
ava_test,118153,0.029017983004450798,0.8950722354066206
ava_test,14659,0.1398211270570755,0.9142159144251985
ava_test,230417,0.9874971508979797,0.8807781156694078
ava_test,778722,0.7777995467185974,0.9191320490837175
